"Query language","Handle","Query","R","Unique sessions","Clicked documents","Docid","Inferred relevance","Doc clicks"
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001000998",0.00467272619073,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_89EB83C9_CBF6_4E55_87E3_E0DBA75E8CFE",0.00467272619073,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838587",0.00467272619073,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_4B16B4C7_0C15_4FBD_89C4_0C7112BAE06E",0.00467272619073,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001756086",0.00467272619073,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838785",0.00467272619073,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_FD24C13A_A13C_40C9_8202_235453504212",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_19D6DB00_6AAD_4B1C_9212_2C0DA908E92C",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001001012",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002200886",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022047/10848_99E12033_7330_44F3_BCE2_1EAC1E212272",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001839064",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002838164",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001001095",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002011473",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/91943/7879FBDF14866B9F84905D9EABB2CDEC6DA751D8",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_6C170905_AE99_419E_9ECC_222B4DC36596",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_807ED258_3AC8_45DE_BAA4_A877AADC6F97",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_B53EC320_0ABD_43C2_AD78_86771B9B2BEC",0.00467269768981,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_322AEC8D_450F_42D6_9076_2C45B0B82753",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001004230",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001001038",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_54EAF912_F258_463E_B593_A2410A90E5C8",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_12F27BC3_6A25_4376_A49A_E9503874CC29",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_A7D688F5_A498_4798_AEE3_1D45705DB0DD",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_A733E762_C78E_4A52_A83A_84269B1328AB",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_53A78B26_9FBD_4291_A7EF_7DF2D3FDA240",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002864434",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022004/10851_9F2D1B2A_3F3A_424C_9CFB_858C49E9A262",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_008C3259_5F7D_4B03_87DE_4DF85818E102",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2032014/dba7e4d7f3a913881223534cff3fed5d",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_CC62A709_4886_4C9B_901D_33E5CD7ABEF0",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_D379058A_6FCA_4A43_84B1_95C675F35BE5",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_F06AF0E7_9C83_4CC7_89A5_24246B2096AE",0.00467266918888,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022048/10848_BFA4049C_8F4E_494A_A4D3_982A720BC45F",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_7345F2D1_E5A4_4A4D_BAE8_B8A221DEAE3E",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002049077",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002201082",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_5DDE8343_87E7_404B_88F1_31A5893E8593",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_FAC75825_6B75_46BF_A113_08784FC8A13C",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001844015",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001027611",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_56C65CDD_F999_4359_AD94_458CCEC5A6C7",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838777",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_098963C5_8407_40E9_8166_180B35D87160",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002201496",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002201181",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_9FD249F8_E7B7_4C19_8CE6_667C73E06154",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_175DB159_A471_4477_BF25_385DBEA5DCB0",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002047584",0.00467264068796,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_BA95A134_49EB_4E2E_8B72_2052035134FF",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_02D94E5B_1A68_4CC8_B00C_FA9B8D61AA57",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002047535",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_2BD35796_075C_437A_9004_4FC234FA1715",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838702",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001000899",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_706158D4_BE53_406A_BBC1_6CF13344A6A8",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002047436",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_F378BC47_8F82_48C7_9854_18C21284262C",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_29E79826_96D3_404C_A59A_399F0C514B12",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_75B8B0F4_C313_45BB_8C05_478780FD0F13",0.00467261218704,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_FF28C57E_47DC_4063_B7DC_306F5388B027",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_A0AB8E34_1DC3_44D0_8CDC_4304C891751E",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_C67CDD93_0FDE_42B3_983C_469DDC2EF7A2",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002867320",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_057A948D_AE73_40E1_8F9B_41872DB858CA",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_C0BEABAA_3B6B_4F81_814B_926A0DBEB196",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001003984",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/09428/objekt_start_fau_prj_ffbiz_dm_1_zeig_2361",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001003869",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001843744",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_3DF617D5_0FDE_4D10_8A19_89330324EBF9",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002867353",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_00EC8E5F_FE3C_46F7_98EB_8CF3EADD5170",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_2678BE3E_99DE_40E1_A16B_BAF3AB58C69B",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002867338",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002011523",0.00467258368612,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001001566",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_5BFDCB75_A918_44DC_9DDB_307E272F896B",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_BC1A576B_DE05_4B62_A206_7DF3D4304437",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838967",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838330",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002864046",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_IIAV01_104003443",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001843892",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002948500",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001000980",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_20F3E23A_40D3_431E_99B9_B10E44E12D44",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_109B691C_BF15_431B_9D27_BB1204354885",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001004297",0.0046725551852,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002864400",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838850",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001004396",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002011572",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_08D64048_C2A3_45C5_A3F7_FA5379F1D89A",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_1C1EB2EE_1496_45B0_A523_74B2FA42DA8A",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002201546",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001004081",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_13BA4724_7AAD_439B_9328_4E0053C08764",0.00467252668427,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051003035968",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_0662229D_A7AE_4EDD_8BBA_22D9F8C08E69",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838835",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/09428/objekt_start_fau_prj_ffbiz_dm_1_zeig_2505",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_A3733218_EE89_4C05_9BA8_341EAE1CC199",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_448EAEF0_B667_4CC6_92FF_B9C3D30C0C38",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022004/10851_9E86090E_D4CA_44E6_806C_B0330C0E6F0E",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001000964",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/91943/6F4045529EA7FB2E676F1D3B36770BE9ACB31C7D",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022056/10848_FA5E7502_63CF_4AF6_A309_3B7F21384533",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002867312",0.00467249818335,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838751",0.00467246968243,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001000824",0.00467246968243,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_0CB160D5_48BF_4F09_8C2A_A8B04DFE607A",0.00467246968243,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002838024",0.00467246968243,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051002864376",0.00467241268058,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022048/10848_E21C5ED7_A0B2_4515_BAE7_D55EBDC09268",0.00467241268058,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_29297E6D_3DB8_4356_92C5_2A913F01CBA8",0.00467241268058,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/92034/GVNRC_NAGO02_IISG_30051001838819",0.00467238417966,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_77B84DD5_D2E7_4286_9A0C_BCE98A47C593",0.00467227017597,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_CF9C1190_B8CD_41E5_A70C_D6FD10336EAF",0.00467195666583,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_E5F6747D_985E_49CA_8CB2_85A9746F2479",0.00467192816491,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_CCAE9547_D28F_408D_9CF8_D4DEDD0BB969",0.00467192816491,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_4D34241C_95C0_4BE6_B115_0E4A47927B1F",0.00467189966399,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_99DBFBB4_A158_480F_8A17_26636E642808",0.00467189966399,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022070/10848_ECFDAA5E_FC89_4F58_BC1D_94B34E8199EA",0.00467184266214,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_ED862258_7188_4917_BAAE_FEEC0325947A",0.00467181416122,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_4853FEE2_7FCE_4EC4_BA0C_908F4515EF7C",0.0046717856603,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_38B71EDB_78CC_4914_89F4_3393D94D4BC2",0.00467172865845,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_A98E3BCE_8846_4D85_ABFA_B3EC4C26241C",0.00467172865845,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_72BC4E70_DE93_443A_988A_43C0B3D75D6A",0.00467172865845,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_EC8199E9_BFA9_4CD0_95B7_53EAAA731F84",0.00467170015753,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_79278543_1521_4697_8BE8_9232497385E3",0.00467167165661,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_DF3CFE41_B114_4E72_9994_BFF8E2300DC7",0.00467164315569,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_0FA2B797_168E_4CDC_8614_CD4B3873089B",0.00467161465476,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_0443B2DA_55A5_4BDB_B39D_6B5A28B0CE1D",0.00467155765292,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_6131AB5A_0E9D_4BD7_96F5_6698482E8956",0.004671529152,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_9ED9F2DD_E863_4FFA_A9EC_9903D62CC88A",0.00467147215015,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_58C83225_D83B_4286_B94D_0E3A816C4C40",0.00467144364923,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_6A3D6F0B_C16B_477E_B041_AFA74562C323",0.00467138664739,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_7A9EE70F_A34A_4422_9165_7AA273D02CF8",0.00467132964554,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022026/11088_9FC63D1D_ABF4_441D_AC2E_98DF2D0A9041",0.00467130114462,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_E3E4044E_8D43_4E5C_A7C4_DBEE8636BEAB",0.00467093063263,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/2022067/10796_DF065B59_F2BA_4B68_A1F6_CEDD7DDC73E4",0.00467090213171,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/91943/53B092D93E384F87A538B32AC9097686EFC0819F",0.00467010410589,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/09428/objekt_start_fau_prj_ffbiz_dm_1_zeig_2665",0.00466996160128,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/09428/objekt_start_fau_prj_ffbiz_dm_1_zeig_2661",0.00466993310036,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/09003/E9A4BE098F46867D479868E6D00E43BFEE778E6D",0.00466124031909,1.0
"ro","nicaragua","nicaragua",38.4,5,192,"/09003/8447937133D41BA203D73B14F0F38ECEB1D8AA8C",0.0046601002822,1.0
"en","goa","goa",34.1666666667,6,205,"/2020601/attachments_129544_12529_129544_original_129544_jpg",0.0128626836657,3.0
"en","goa","goa",34.1666666667,6,205,"/2022037/11088_C7EF1EF0_04EA_4D80_8342_D83BC6402AA6",0.012844202836,3.0
"en","goa","goa",34.1666666667,6,205,"/2022037/11088_EB67B407_E4C1_4B28_A721_AA494D713DC8",0.00858361245669,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/53177",0.00858358627987,2.0
"en","goa","goa",34.1666666667,6,205,"/92034/GVNRC_KITLV01_32167",0.00858356010306,2.0
"en","goa","goa",34.1666666667,6,205,"/09003/35A0C24949275C88B7D5C6D58DC341BF4FF8984B",0.00858353392625,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52587",0.00858353392625,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52183",0.00858348157262,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52559",0.00858345539581,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52387",0.00858345539581,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52439",0.0085832198045,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52337",0.00858319362768,2.0
"en","goa","goa",34.1666666667,6,205,"/10501/52287",0.00858306274362,2.0
